,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,name_len
367,Queens,Rockaway Beach,Private room,70,27,13,0.13,1,335,32
368,Brooklyn,Crown Heights,Entire home/apt,100,30,15,0.16,5,282,34
369,Manhattan,Harlem,Private room,60,3,380,3.83,2,247,35
370,Brooklyn,Bedford-Stuyvesant,Entire home/apt,135,2,86,0.87,1,102,33
371,Brooklyn,Greenpoint,Entire home/apt,175,3,248,2.53,3,274,32
372,Manhattan,Upper West Side,Entire home/apt,120,5,49,0.56,1,201,31
373,Manhattan,Midtown,Entire home/apt,169,18,54,0.57,1,98,39
374,Brooklyn,Crown Heights,Entire home/apt,165,7,3,0.03,1,157,32
375,Manhattan,Harlem,Private room,90,1,1,0.02,1,0,33
376,Manhattan,Upper East Side,Entire home/apt,225,2,56,0.57,1,312,33
377,Brooklyn,Fort Greene,Private room,95,2,163,1.66,2,331,35
378,Brooklyn,Crown Heights,Private room,55,2,247,2.51,2,275,35
379,Manhattan,Hell's Kitchen,Private room,85,10,116,1.17,1,174,25
380,Brooklyn,South Slope,Entire home/apt,199,14,27,0.28,2,223,33
381,Manhattan,Lower East Side,Entire home/apt,211,1,52,0.6,3,361,29
382,Manhattan,Midtown,Entire home/apt,145,6,39,0.4,1,0,34
383,Manhattan,Harlem,Private room,65,14,35,0.35,1,283,34
384,Manhattan,Harlem,Entire home/apt,99,1,320,3.23,1,220,33
385,Queens,Astoria,Entire home/apt,110,4,30,0.32,1,363,27
386,Brooklyn,Crown Heights,Entire home/apt,80,3,225,2.27,4,315,24
387,Brooklyn,Brooklyn Heights,Entire home/apt,150,30,95,0.96,1,281,45
388,Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,4,70,0.75,1,283,27
389,Manhattan,Chelsea,Private room,290,2,35,0.36,1,20,30
390,Manhattan,East Village,Private room,87,2,0,1.3732214298586884,1,0,37
391,Brooklyn,Williamsburg,Entire home/apt,190,4,50,0.51,1,331,42
392,Brooklyn,Williamsburg,Entire home/apt,200,2,29,0.31,1,36,34
393,Brooklyn,Park Slope,Entire home/apt,165,2,23,0.23,2,7,35
394,Manhattan,Harlem,Entire home/apt,110,2,142,1.44,2,301,32
395,Manhattan,East Village,Entire home/apt,395,2,70,0.73,1,170,46
396,Brooklyn,Bedford-Stuyvesant,Private room,99,2,38,0.54,2,307,31
397,Brooklyn,Kensington,Private room,39,1,82,0.94,2,365,34
398,Manhattan,East Village,Entire home/apt,189,2,403,4.1,3,201,50
399,Manhattan,Upper West Side,Private room,85,1,3,0.03,1,0,34
400,Brooklyn,Gowanus,Entire home/apt,260,30,3,0.03,1,316,32
401,Manhattan,Harlem,Entire home/apt,122,1,116,1.18,5,271,27
402,Brooklyn,Greenpoint,Entire home/apt,165,2,175,1.79,1,139,33
403,Queens,Forest Hills,Entire home/apt,97,3,28,1.21,3,209,45
404,Manhattan,West Village,Entire home/apt,170,4,24,0.25,1,0,35
405,Brooklyn,Williamsburg,Entire home/apt,125,2,15,0.15,1,0,33
406,Manhattan,Murray Hill,Private room,130,4,105,1.07,1,193,23
407,Brooklyn,Williamsburg,Entire home/apt,225,10,22,0.38,1,52,28
408,Brooklyn,East Flatbush,Private room,50,2,263,2.69,2,136,34
409,Brooklyn,Fort Greene,Entire home/apt,170,3,86,0.91,2,286,35
410,Manhattan,Chelsea,Entire home/apt,132,4,10,0.1,1,0,29
411,Brooklyn,Park Slope,Entire home/apt,250,7,18,0.21,1,18,48
412,Brooklyn,Greenpoint,Entire home/apt,141,5,8,0.21,1,9,34
413,Brooklyn,Crown Heights,Entire home/apt,64,20,70,0.73,1,3,35
414,Brooklyn,Williamsburg,Entire home/apt,249,3,150,1.55,1,277,31
415,Brooklyn,Crown Heights,Private room,79,2,115,1.18,1,0,28
416,Manhattan,East Village,Entire home/apt,185,2,69,0.71,1,233,33
417,Brooklyn,Boerum Hill,Entire home/apt,120,3,232,2.41,1,221,30
418,Brooklyn,Park Slope,Entire home/apt,495,1,35,0.41,1,355,22
419,Manhattan,Nolita,Entire home/apt,375,3,18,0.21,1,0,26
420,Manhattan,Nolita,Entire home/apt,175,3,68,0.69,1,277,27
421,Manhattan,East Village,Entire home/apt,150,4,22,0.23,1,0,34
422,Manhattan,Harlem,Entire home/apt,259,8,17,0.17,1,343,21
423,Manhattan,East Village,Private room,96,1,34,0.58,1,0,33
424,Brooklyn,Williamsburg,Entire home/apt,145,7,8,0.08,1,0,31
425,Manhattan,Chelsea,Entire home/apt,200,4,0,1.3732214298586884,1,0,29
426,Manhattan,Upper West Side,Entire home/apt,95,5,2,0.08,1,0,34
427,Brooklyn,Windsor Terrace,Entire home/apt,250,4,52,0.72,1,188,43
428,Manhattan,Harlem,Entire home/apt,295,2,74,0.76,2,264,33
429,Manhattan,Greenwich Village,Entire home/apt,175,3,18,0.19,1,0,33
430,Brooklyn,Williamsburg,Entire home/apt,451,2,72,0.86,1,331,20
431,Manhattan,Upper West Side,Entire home/apt,165,2,191,2.18,1,236,48
432,Manhattan,Upper East Side,Entire home/apt,250,4,0,1.3732214298586884,1,0,34
433,Bronx,Woodlawn,Entire home/apt,77,1,197,2.49,1,309,50
434,Manhattan,Lower East Side,Entire home/apt,250,4,19,0.2,1,0,26
435,Queens,Astoria,Entire home/apt,129,1,414,4.34,1,245,25
436,Brooklyn,Williamsburg,Private room,98,2,8,0.09,4,0,50
437,Brooklyn,Park Slope,Entire home/apt,150,2,0,1.3732214298586884,1,8,20
438,Manhattan,East Village,Private room,95,7,25,0.3,1,359,37
439,Manhattan,Harlem,Private room,55,3,119,1.22,5,333,32
440,Manhattan,Harlem,Entire home/apt,300,2,203,2.14,3,258,30
441,Queens,Sunnyside,Private room,42,40,53,0.55,3,236,35
442,Brooklyn,Greenpoint,Entire home/apt,125,2,104,1.09,1,22,24
443,Manhattan,East Village,Private room,175,3,175,1.8,1,236,33
444,Manhattan,Harlem,Private room,75,3,38,0.42,3,365,33
445,Brooklyn,Williamsburg,Entire home/apt,255,45,39,0.5,1,89,35
446,Brooklyn,Bedford-Stuyvesant,Entire home/apt,72,31,88,0.91,1,164,32
447,Brooklyn,Bedford-Stuyvesant,Private room,165,1,27,0.28,4,311,35
448,Brooklyn,Williamsburg,Entire home/apt,165,5,117,1.28,1,23,35
449,Brooklyn,Clinton Hill,Private room,75,3,43,0.44,2,365,35
450,Brooklyn,Greenpoint,Entire home/apt,130,5,4,0.05,1,0,34
451,Brooklyn,Williamsburg,Entire home/apt,139,2,385,4.0,1,222,35
452,Brooklyn,Bedford-Stuyvesant,Private room,88,1,64,0.68,3,238,49
453,Brooklyn,Bedford-Stuyvesant,Private room,80,1,39,0.41,3,218,43
454,Manhattan,Chelsea,Private room,150,2,37,1.79,1,0,33
455,Manhattan,Upper West Side,Entire home/apt,200,3,10,0.12,1,0,35
456,Manhattan,East Village,Entire home/apt,200,2,103,1.08,1,235,28
457,Queens,Sunnyside,Private room,42,40,41,0.43,3,246,34
458,Brooklyn,Williamsburg,Private room,90,6,3,0.03,1,0,35
459,Manhattan,Harlem,Entire home/apt,295,3,227,2.33,1,247,33
460,Brooklyn,Williamsburg,Entire home/apt,450,5,37,0.79,1,15,33
461,Brooklyn,Crown Heights,Entire home/apt,130,2,29,0.35,1,119,25
462,Brooklyn,Williamsburg,Private room,89,3,205,2.31,3,0,40
463,Manhattan,Harlem,Entire home/apt,198,5,42,0.44,2,234,34
464,Manhattan,East Village,Entire home/apt,99,2,280,2.92,3,257,46
465,Brooklyn,Greenpoint,Private room,46,4,86,0.89,3,350,32
466,Manhattan,SoHo,Private room,140,2,54,0.56,1,221,50
467,Brooklyn,Carroll Gardens,Entire home/apt,500,7,7,0.07,1,0,35
468,Manhattan,Morningside Heights,Private room,75,5,57,0.59,2,201,35
469,Queens,Sunnyside,Private room,33,44,31,0.32,3,161,30
470,Manhattan,Upper West Side,Entire home/apt,250,31,188,1.94,1,259,47
471,Brooklyn,Bushwick,Private room,60,3,480,6.7,1,0,31
472,Manhattan,Washington Heights,Private room,75,2,34,0.35,1,222,37
473,Brooklyn,Carroll Gardens,Entire home/apt,350,5,6,0.06,1,0,31
474,Manhattan,Chelsea,Entire home/apt,205,9,3,0.04,2,76,45
475,Brooklyn,Park Slope,Entire home/apt,219,5,2,0.03,1,0,24
476,Brooklyn,Park Slope,Private room,60,1,20,0.21,6,258,33
477,Manhattan,Upper West Side,Entire home/apt,185,2,129,1.33,1,14,34
478,Manhattan,East Village,Entire home/apt,190,3,147,1.6,1,27,33
479,Brooklyn,South Slope,Entire home/apt,105,28,101,1.06,1,167,49
480,Manhattan,East Harlem,Entire home/apt,250,2,11,0.12,2,68,30
481,Manhattan,Upper West Side,Entire home/apt,175,65,11,0.12,1,358,33
482,Manhattan,Harlem,Private room,65,2,41,0.43,2,59,32
483,Brooklyn,Bedford-Stuyvesant,Entire home/apt,75,2,87,1.09,1,0,31
484,Bronx,University Heights,Private room,37,4,117,1.21,1,232,19
485,Brooklyn,Williamsburg,Entire home/apt,85,2,86,0.89,2,15,40
486,Brooklyn,Gravesend,Entire home/apt,106,7,0,1.3732214298586884,2,0,48
487,Manhattan,East Harlem,Entire home/apt,79,2,15,0.16,1,0,15
488,Brooklyn,Fort Greene,Private room,85,2,35,0.55,2,161,36
489,Manhattan,Harlem,Private room,170,2,17,0.18,2,88,31
490,Manhattan,Lower East Side,Private room,115,3,3,0.04,2,337,35
491,Manhattan,Harlem,Private room,89,5,43,0.47,2,247,35
492,Manhattan,Harlem,Shared room,49,3,168,4.6,1,248,29
493,Brooklyn,Greenpoint,Private room,91,3,241,2.49,1,287,15
494,Manhattan,Gramercy,Entire home/apt,400,2,105,1.13,1,304,33
495,Brooklyn,Bushwick,Entire home/apt,150,2,11,0.46,1,0,36
497,Brooklyn,Crown Heights,Entire home/apt,97,3,31,0.32,1,193,35
498,Manhattan,East Village,Private room,100,4,49,0.51,2,43,30
499,Brooklyn,Williamsburg,Entire home/apt,179,4,23,0.24,1,25,33
500,Brooklyn,Greenpoint,Entire home/apt,500,2,20,0.21,2,127,48
501,Manhattan,Chelsea,Entire home/apt,429,10,18,0.9,1,0,48
502,Manhattan,Kips Bay,Entire home/apt,189,6,90,0.95,1,303,34
503,Manhattan,Lower East Side,Private room,120,2,99,1.04,1,345,32
504,Manhattan,Nolita,Entire home/apt,300,1,6,0.06,3,115,37
505,Queens,Astoria,Entire home/apt,107,30,21,0.22,8,200,33
506,Queens,Astoria,Entire home/apt,95,30,24,0.26,8,271,30
507,Manhattan,Harlem,Entire home/apt,199,2,111,1.17,1,12,35
508,Manhattan,East Harlem,Entire home/apt,120,2,86,0.91,1,268,35
509,Manhattan,West Village,Entire home/apt,199,15,66,0.69,2,89,47
510,Bronx,Allerton,Entire home/apt,125,2,271,2.84,2,347,37
511,Brooklyn,Williamsburg,Private room,70,2,227,2.4,1,37,35
512,Brooklyn,Williamsburg,Private room,75,4,80,1.55,1,0,46
513,Manhattan,West Village,Private room,100,30,5,0.07,1,359,41
514,Brooklyn,Bedford-Stuyvesant,Entire home/apt,99,2,187,1.97,2,287,34
515,Manhattan,Chelsea,Entire home/apt,250,1,2,0.02,1,0,33
516,Brooklyn,Williamsburg,Entire home/apt,350,6,1,0.02,1,233,35
517,Brooklyn,Prospect Heights,Entire home/apt,170,3,67,0.7,1,129,30
518,Manhattan,East Village,Entire home/apt,165,1,63,0.68,1,0,35
519,Manhattan,Hell's Kitchen,Private room,99,1,89,1.0,1,353,35
520,Manhattan,Chelsea,Private room,255,4,1,0.02,1,365,42
521,Brooklyn,East New York,Entire home/apt,169,3,177,1.86,1,297,33
522,Brooklyn,Crown Heights,Entire home/apt,99,4,90,0.94,1,56,30
523,Manhattan,Upper East Side,Entire home/apt,169,7,39,0.41,1,44,35
524,Brooklyn,Bedford-Stuyvesant,Entire home/apt,160,3,42,0.44,1,355,50
525,Brooklyn,Prospect Heights,Entire home/apt,215,3,33,0.35,1,156,31
526,Brooklyn,Park Slope,Entire home/apt,130,3,179,2.02,1,273,34
527,Manhattan,East Village,Private room,110,3,81,0.85,2,274,35
528,Manhattan,Hell's Kitchen,Private room,150,28,43,0.45,2,258,47
529,Brooklyn,Williamsburg,Private room,65,30,52,0.54,1,276,50
530,Queens,Sunnyside,Private room,75,2,160,1.68,1,65,50
531,Manhattan,Chelsea,Entire home/apt,149,6,23,0.27,2,0,28
532,Manhattan,Upper West Side,Private room,89,6,35,0.37,1,180,35
533,Manhattan,Washington Heights,Private room,50,1,225,2.35,1,343,26
534,Brooklyn,Prospect-Lefferts Gardens,Private room,43,1,401,6.62,2,43,50
535,Brooklyn,Prospect-Lefferts Gardens,Private room,42,1,72,0.84,2,96,47
536,Brooklyn,Williamsburg,Private room,85,1,46,0.97,1,59,30
537,Brooklyn,Bedford-Stuyvesant,Entire home/apt,139,3,83,1.19,1,255,20
538,Brooklyn,Park Slope,Private room,105,1,211,2.21,2,252,32
539,Brooklyn,Park Slope,Entire home/apt,265,5,15,0.16,1,0,34
540,Manhattan,Hell's Kitchen,Entire home/apt,149,1,122,1.29,1,20,34
541,Manhattan,Harlem,Private room,68,2,295,3.9,2,188,33
542,Brooklyn,Bedford-Stuyvesant,Entire home/apt,99,3,207,2.18,1,304,40
543,Manhattan,Harlem,Private room,75,3,50,0.65,2,38,34
544,Brooklyn,Williamsburg,Private room,100,2,273,2.85,1,254,27
545,Manhattan,Upper East Side,Shared room,90,1,0,1.3732214298586884,1,0,30
546,Manhattan,East Village,Entire home/apt,160,30,25,0.26,1,46,25
547,Brooklyn,Park Slope,Entire home/apt,190,4,105,1.62,1,328,34
548,Brooklyn,Bedford-Stuyvesant,Private room,67,4,72,0.76,3,0,33
549,Manhattan,Upper East Side,Entire home/apt,190,1,8,0.08,1,0,23
550,Brooklyn,Clinton Hill,Entire home/apt,248,2,58,0.61,6,199,50
551,Brooklyn,Williamsburg,Private room,100,6,8,0.09,1,249,35
552,Manhattan,Chinatown,Private room,95,3,172,1.84,2,64,36
553,Manhattan,Theater District,Private room,150,1,330,7.14,1,111,23
554,Brooklyn,Bedford-Stuyvesant,Entire home/apt,145,3,123,1.29,1,287,35
555,Brooklyn,Bushwick,Private room,41,2,55,0.59,1,286,28
556,Brooklyn,Williamsburg,Entire home/apt,120,4,87,0.99,1,263,34
557,Bronx,Concourse Village,Private room,50,3,258,2.7,2,276,42
558,Brooklyn,Fort Greene,Entire home/apt,157,2,4,0.18,1,0,35
559,Brooklyn,Williamsburg,Entire home/apt,195,14,31,0.33,1,263,31
560,Brooklyn,Sheepshead Bay,Entire home/apt,70,4,128,1.34,2,90,33
561,Brooklyn,Williamsburg,Entire home/apt,185,3,14,0.15,1,0,32
562,Brooklyn,Bedford-Stuyvesant,Entire home/apt,145,3,30,0.32,3,11,29
563,Queens,Sunnyside,Private room,50,28,258,2.9,1,287,48
564,Brooklyn,Greenpoint,Entire home/apt,185,3,228,2.39,3,1,26
565,Manhattan,East Village,Entire home/apt,250,1,60,0.65,1,0,29
566,Manhattan,West Village,Private room,80,90,9,0.2,1,338,46
567,Manhattan,Theater District,Entire home/apt,230,2,179,1.88,1,44,21
568,Brooklyn,Gowanus,Entire home/apt,100,7,9,0.1,1,0,31
569,Brooklyn,Bushwick,Private room,40,1,1,0.37,1,5,35
570,Manhattan,Lower East Side,Private room,200,30,25,0.49,1,0,45
571,Staten Island,Emerson Hill,Private room,80,2,2,0.05,1,158,34
572,Brooklyn,Bedford-Stuyvesant,Private room,79,3,152,1.6,3,192,34
573,Queens,Long Island City,Entire home/apt,95,30,24,0.25,8,358,27
574,Manhattan,Upper West Side,Entire home/apt,300,2,45,0.47,3,31,44
575,Brooklyn,Fort Hamilton,Entire home/apt,100,30,7,0.08,1,241,35
576,Manhattan,Harlem,Private room,80,7,19,0.35,1,285,33
577,Brooklyn,Bensonhurst,Entire home/apt,110,1,24,0.26,1,183,35
578,Brooklyn,Clinton Hill,Entire home/apt,172,4,8,0.09,2,189,24
579,Manhattan,Lower East Side,Entire home/apt,199,1,29,0.31,2,162,34
580,Manhattan,Lower East Side,Entire home/apt,199,1,14,0.15,2,158,34
581,Manhattan,Harlem,Private room,100,1,33,0.38,1,84,31
582,Manhattan,Harlem,Private room,55,4,99,1.04,1,260,35
583,Brooklyn,Bedford-Stuyvesant,Private room,75,3,59,0.62,3,0,30
584,Manhattan,East Village,Entire home/apt,146,3,142,1.5,1,166,32
585,Manhattan,NoHo,Private room,250,2,0,1.3732214298586884,1,0,27
586,Brooklyn,Greenpoint,Entire home/apt,116,29,22,0.23,1,335,34
587,Manhattan,Tribeca,Private room,150,3,82,0.87,2,90,43
588,Brooklyn,Park Slope,Private room,120,2,23,0.24,6,342,21
589,Manhattan,Chelsea,Entire home/apt,199,4,32,0.34,1,28,31
590,Brooklyn,Prospect Heights,Entire home/apt,150,5,24,0.25,1,363,16
591,Manhattan,Harlem,Private room,69,1,59,0.63,2,86,32
592,Manhattan,Harlem,Private room,300,55,6,0.08,2,83,34
593,Brooklyn,Boerum Hill,Entire home/apt,230,4,18,0.21,1,0,35
594,Manhattan,Midtown,Entire home/apt,125,4,3,0.03,1,0,26
595,Brooklyn,Bedford-Stuyvesant,Private room,79,3,115,1.21,3,264,31
596,Brooklyn,Fort Greene,Private room,130,3,154,1.63,2,305,33
597,Brooklyn,Clinton Hill,Private room,239,1,164,1.73,11,356,35
598,Staten Island,Shore Acres,Entire home/apt,75,6,76,0.8,1,278,34
599,Brooklyn,Williamsburg,Entire home/apt,220,3,116,1.23,2,135,45
600,Brooklyn,Bedford-Stuyvesant,Entire home/apt,80,3,234,2.47,4,308,24
601,Manhattan,East Village,Entire home/apt,288,2,120,1.27,1,229,49
602,Brooklyn,Bedford-Stuyvesant,Entire home/apt,135,4,82,0.87,1,273,35
603,Manhattan,West Village,Entire home/apt,225,3,13,0.15,1,83,43
604,Manhattan,Chinatown,Private room,110,30,59,0.64,1,281,35
605,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,7,63,1.87,1,321,20
606,Manhattan,Hell's Kitchen,Private room,130,2,52,0.55,1,303,30
607,Manhattan,East Village,Private room,89,1,278,2.95,3,192,43
608,Brooklyn,Sunset Park,Entire home/apt,200,5,1,0.01,1,0,30
609,Brooklyn,Bedford-Stuyvesant,Entire home/apt,80,2,35,0.4,1,36,50
610,Bronx,Concourse,Private room,50,5,235,2.49,2,271,46
611,Manhattan,East Harlem,Entire home/apt,135,28,115,1.21,2,341,24
612,Manhattan,East Village,Private room,90,1,109,1.15,1,333,33
613,Manhattan,SoHo,Private room,270,5,1,0.01,1,210,35
614,Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,3,305,3.24,1,231,44
615,Manhattan,East Harlem,Entire home/apt,145,1,102,1.52,1,308,50
616,Manhattan,Hell's Kitchen,Entire home/apt,179,30,83,0.88,1,292,35
617,Queens,Ridgewood,Private room,55,1,19,0.25,1,311,35
618,Manhattan,Midtown,Private room,110,2,61,0.65,1,264,34
619,Manhattan,Harlem,Entire home/apt,325,5,89,0.94,1,153,34
620,Queens,Long Island City,Private room,75,30,65,0.74,3,219,32
621,Brooklyn,South Slope,Entire home/apt,300,1,40,0.44,1,0,34
622,Manhattan,West Village,Private room,130,30,80,0.86,2,332,40
623,Manhattan,Midtown,Entire home/apt,190,30,136,1.45,1,120,37
624,Manhattan,Lower East Side,Entire home/apt,200,3,100,1.06,1,191,33
625,Brooklyn,Williamsburg,Entire home/apt,180,2,125,1.36,3,248,50
626,Brooklyn,DUMBO,Entire home/apt,350,5,40,0.5,1,67,33
627,Manhattan,East Village,Entire home/apt,160,4,0,1.3732214298586884,1,0,34
628,Manhattan,Kips Bay,Entire home/apt,195,30,139,1.59,4,325,32
629,Manhattan,Greenwich Village,Entire home/apt,241,30,0,1.3732214298586884,1,249,45
630,Manhattan,Chinatown,Entire home/apt,300,7,2,0.03,1,0,35
631,Queens,Ditmars Steinway,Entire home/apt,75,28,49,0.53,1,313,20
632,Manhattan,Lower East Side,Entire home/apt,100,5,8,0.11,1,0,35
633,Manhattan,Gramercy,Entire home/apt,399,1,0,1.3732214298586884,1,12,35
634,Brooklyn,Fort Greene,Private room,85,5,124,1.32,1,69,43
635,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,80,21,5,0.12,1,0,34
636,Brooklyn,Prospect Heights,Private room,55,1,147,1.57,1,293,34
637,Brooklyn,Clinton Hill,Private room,438,1,43,0.46,11,363,36
638,Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,6,8,0.33,1,4,40
639,Manhattan,West Village,Entire home/apt,200,2,37,0.39,1,257,33
640,Brooklyn,Clinton Hill,Private room,279,1,120,1.28,11,362,34
641,Brooklyn,Williamsburg,Entire home/apt,137,1,24,0.29,1,0,32
642,Brooklyn,Bedford-Stuyvesant,Entire home/apt,280,3,5,0.05,1,365,24
643,Brooklyn,Williamsburg,Entire home/apt,199,30,242,2.59,1,102,36
644,Manhattan,Inwood,Private room,71,4,229,2.45,1,26,25
645,Bronx,Kingsbridge,Private room,42,2,108,1.36,2,302,33
646,Brooklyn,Bedford-Stuyvesant,Entire home/apt,180,2,181,1.92,1,280,29
647,Manhattan,Chelsea,Entire home/apt,226,5,34,0.39,1,302,30
648,Brooklyn,Crown Heights,Private room,85,3,5,0.05,1,281,35
649,Manhattan,Gramercy,Entire home/apt,135,1,5,0.06,1,0,35
650,Queens,Elmhurst,Entire home/apt,79,4,60,0.64,2,297,34
651,Manhattan,Lower East Side,Entire home/apt,154,1,238,2.59,1,246,33
652,Brooklyn,Greenpoint,Entire home/apt,199,3,34,0.37,28,60,28
653,Manhattan,West Village,Entire home/apt,700,3,131,1.4,4,296,49
654,Manhattan,West Village,Entire home/apt,246,4,6,0.16,1,0,31
655,Manhattan,Washington Heights,Private room,125,60,4,0.06,1,364,35
656,Brooklyn,Bedford-Stuyvesant,Private room,100,1,7,0.08,4,281,23
657,Brooklyn,Williamsburg,Entire home/apt,295,5,125,3.04,1,0,25
658,Brooklyn,Crown Heights,Private room,150,3,0,1.3732214298586884,1,0,42
659,Manhattan,Chinatown,Entire home/apt,119,1,49,0.58,1,0,34
660,Manhattan,Harlem,Private room,125,1,11,0.12,2,365,19
661,Manhattan,Harlem,Entire home/apt,400,5,0,1.3732214298586884,2,365,19
662,Manhattan,Greenwich Village,Entire home/apt,850,3,107,1.15,1,249,35
663,Brooklyn,Williamsburg,Private room,129,2,241,2.6,1,303,35
664,Manhattan,Upper West Side,Private room,140,1,176,1.89,1,300,35
665,Manhattan,Chinatown,Private room,115,4,151,1.63,2,323,35
666,Manhattan,East Harlem,Entire home/apt,200,3,49,0.53,2,0,34
667,Brooklyn,Sunset Park,Entire home/apt,96,120,13,0.14,1,204,45
668,Brooklyn,Greenpoint,Entire home/apt,199,3,33,0.47,28,60,32
669,Brooklyn,Greenpoint,Entire home/apt,199,3,24,0.32,28,84,32
670,Brooklyn,Greenpoint,Entire home/apt,199,3,59,0.66,28,60,32
671,Brooklyn,Brighton Beach,Private room,69,1,2,0.04,1,303,47
672,Manhattan,Upper West Side,Entire home/apt,185,2,16,0.23,1,261,32
673,Manhattan,Harlem,Private room,81,2,72,0.77,1,0,34
674,Brooklyn,Greenpoint,Entire home/apt,199,3,24,0.26,28,60,28
675,Brooklyn,Greenpoint,Entire home/apt,199,3,23,0.26,28,60,32
676,Brooklyn,Greenpoint,Entire home/apt,199,3,43,0.47,28,60,32
677,Brooklyn,Greenpoint,Entire home/apt,199,3,30,0.32,28,56,32
678,Brooklyn,Greenpoint,Entire home/apt,199,3,39,0.44,28,84,32
679,Brooklyn,Greenpoint,Private room,349,3,8,0.09,28,58,35
680,Brooklyn,Greenpoint,Private room,249,3,3,0.03,28,60,33
681,Brooklyn,Greenpoint,Private room,299,3,6,0.1,28,60,33
682,Brooklyn,Greenpoint,Private room,179,3,4,0.05,28,81,20
683,Queens,Jackson Heights,Private room,54,5,56,0.66,3,365,35
684,Brooklyn,Greenpoint,Private room,599,3,7,0.08,28,60,29
685,Brooklyn,Clinton Hill,Entire home/apt,110,1,2,0.03,1,0,35
686,Brooklyn,Bushwick,Entire home/apt,220,2,178,2.69,1,297,33
687,Brooklyn,Williamsburg,Private room,89,30,30,0.8,1,91,50
688,Brooklyn,Bedford-Stuyvesant,Entire home/apt,170,2,190,2.04,1,315,31
689,Manhattan,Nolita,Entire home/apt,495,7,25,0.27,2,338,44
690,Queens,Sunnyside,Entire home/apt,80,10,81,0.98,2,40,49
691,Manhattan,Chelsea,Entire home/apt,760,2,7,0.08,1,361,41
692,Brooklyn,Cobble Hill,Private room,98,4,216,2.31,1,288,33
693,Brooklyn,Bedford-Stuyvesant,Entire home/apt,125,30,31,0.33,1,218,49
694,Brooklyn,Cypress Hills,Private room,48,90,53,0.57,2,1,35
695,Brooklyn,Williamsburg,Private room,64,3,247,2.65,2,117,33
696,Brooklyn,Clinton Hill,Entire home/apt,154,3,233,2.5,1,0,33
697,Brooklyn,Park Slope,Entire home/apt,139,3,135,1.45,1,204,38
698,Queens,St. Albans,Private room,75,4,20,0.23,1,0,20
699,Manhattan,West Village,Entire home/apt,325,4,46,0.5,1,20,48
700,Manhattan,Chelsea,Entire home/apt,195,365,10,0.12,1,0,35
701,Manhattan,Harlem,Private room,58,1,143,2.83,1,0,32
702,Staten Island,Arrochar,Entire home/apt,250,2,21,0.26,4,333,28
703,Staten Island,Arrochar,Private room,50,7,0,1.3732214298586884,4,189,35
704,Staten Island,Arrochar,Entire home/apt,125,2,8,0.09,4,353,32
705,Brooklyn,Fort Greene,Entire home/apt,70,7,4,0.05,2,0,34
